1350,0,-759
1345,0,-760
1340,0,-761
1335,0,-762
1330,0,-763
1325,0,-764
1320,0,-766
1315,0,-767
1310,0,-768
1305,0,-769
1300,0,-770
1295,0,-770
1290,0,-771
1285,0,-772
1280,0,-773
1275,0,-774
1270,0,-774
1265,0,-775
1260,0,-776
1255,0,-776
1250,0,-777
1245,0,-777
1240,0,-778
1235,0,-778
1230,0,-779
1225,0,-779
1220,0,-779
1215,0,-780
1210,0,-780
1205,0,-780
1200,0,-780
1195,0,-780
1190,0,-780
1185,0,-780
1180,0,-780
1175,0,-780
1170,0,-780
1165,0,-780
1160,0,-780
1155,0,-779
1150,0,-779
1145,0,-779
1140,0,-778
1135,0,-778
1130,0,-778
1125,0,-777
1120,0,-776
1115,0,-776
1110,0,-775
1105,0,-775
1100,0,-774
1095,0,-773
1090,0,-772
1085,0,-771
1080,0,-770
1075,0,-769
1070,0,-768
1065,0,-767
1060,0,-766
1055,0,-765
1050,0,-764
1045,0,-762
1040,0,-761
1035,0,-760
1030,0,-758
1025,0,-757
1020,0,-755
1015,0,-754
1010,0,-752
1005,0,-750
1000,0,-749
995,0,-747
990,0,-745
985,0,-743
980,0,-741
975,0,-739
970,0,-737
965,0,-735
960,0,-733
955,0,-731
950,0,-729
945,0,-727
940,0,-724
935,0,-722
930,0,-719
925,0,-717
920,0,-714
915,0,-712
910,0,-709
905,0,-707
900,0,-704
895,0,-701
891,0,-698
887,0,-695
883,0,-693
879,0,-691
875,0,-688
871,0,-686
867,0,-683
863,0,-680
859,0,-678
855,0,-675
851,0,-672
847,0,-669
843,0,-666
839,0,-663
835,0,-660
831,0,-657
827,0,-654
823,0,-651
819,0,-648
815,0,-645
811,0,-641
807,0,-638
803,0,-634
799,0,-631
795,0,-628
791,0,-624
787,0,-620
783,0,-617
779,0,-613
775,0,-609
771,0,-606
767,0,-602
763,0,-598
759,0,-594
755,0,-590
751,0,-586
747,0,-582
743,0,-578
739,0,-574
735,0,-570
731,0,-565
727,0,-561
724,0,-557
721,0,-552
718,0,-548
715,0,-545
712,0,-541
709,0,-536
706,0,-532
703,0,-528
700,0,-524
697,0,-520
694,0,-516
691,0,-511
688,0,-507
685,0,-503
682,0,-498
679,0,-494
676,0,-489
673,0,-485
670,0,-480
667,0,-476
664,0,-471
661,0,-466
658,0,-461
655,0,-457
652,0,-452
649,0,-447
646,0,-442
643,0,-437
640,0,-432
637,0,-427
634,0,-422
632,0,-417
630,0,-412
628,0,-407
626,0,-403
624,0,-398
622,0,-393
620,0,-389
618,0,-384
616,0,-379
614,0,-374
612,0,-369
610,0,-364
608,0,-359
606,0,-354
604,0,-349
602,0,-344
600,0,-339
598,0,-334
596,0,-329
594,0,-324
592,0,-319
590,0,-313
588,0,-308
586,0,-303
584,0,-298
582,0,-292
580,0,-287
578,0,-282
577,0,-276
576,0,-271
575,0,-266
574,0,-261
573,0,-256
572,0,-251
571,0,-246
570,0,-241
569,0,-236
568,0,-231
567,0,-226
566,0,-220
565,0,-215
564,0,-210
563,0,-205
562,0,-200
561,0,-195
560,0,-189
559,0,-184
558,0,-179
557,0,-174
556,0,-168
555,0,-163
554,0,-158
553,0,-152
552,0,-147
551,0,-142
551,0,-136
551,0,-131
551,0,-126
551,0,-121
551,0,-116
551,0,-111
551,0,-106
551,0,-101
551,0,-96
551,0,-91
551,0,-86
551,0,-81
551,0,-77
551,0,-72
551,0,-67
551,0,-62
551,0,-57
551,0,-52
551,0,-47
551,0,-42
551,0,-37
551,0,-32
551,0,-27
551,0,-22
551,0,-17
551,0,-12
551,0,-7
551,0,-2
551,0,2
551,0,7
551,0,12
551,0,17
551,0,22
551,0,27
551,0,32
551,0,37
551,0,42
551,0,47
551,0,52
551,0,57
551,0,62
551,0,67
551,0,72
551,0,77
551,0,82
551,0,86
551,0,91
551,0,96
551,0,101
551,0,106
551,0,111
551,0,115
551,0,120
551,0,125
551,0,130
551,0,135
551,0,139
552,0,144
553,0,149
554,0,153
555,0,157
556,0,161
557,0,165
557,0,-80
558,0,173
558,0,-72
559,0,182
559,0,-63
560,0,191
560,0,-54
561,0,199
561,0,-46
562,0,207
563,0,212
564,0,216
565,0,219
566,0,223
567,0,227
568,0,231
569,0,234
570,0,238
571,0,242
572,0,246
573,0,249
574,0,253
575,0,256
576,0,260
577,0,263
578,0,267
579,0,270
580,0,274
581,0,277
583,0,280
585,0,284
587,0,286
589,0,289
592,0,542
597,0,795
604,1,1047
623,2,1298
654,3,1548
683,2,-498207
700,1,-998219
705,0,-498230
712,1,1764
731,2,1765
762,3,1765
791,2,-498241
808,1,-998253
813,0,-498264
820,1,1730
839,2,1731
870,3,1730
899,2,-498276
916,1,-998288
921,0,-498550
928,1,1194
946,2,945
974,2,694
991,1,-499561
996,0,-499823
996,0,-78
997,0,171
997,0,-75
998,0,176
998,0,-71
999,0,181
999,0,-66
1000,0,185
1000,0,-62
1001,0,190
1001,0,-57
1002,0,194
1002,0,-53
1003,0,198
1003,0,-49
1004,0,202
1004,0,-46
1005,0,205
1005,0,-42
1005,0,-41
1005,0,-39
1005,0,-37
1005,0,-35
1005,0,-34
1005,0,-32
1005,0,-30
1005,0,-29
1005,0,-27
1005,0,-25
1005,0,-24
1005,0,-23
1005,0,-21
1005,0,-20
1005,0,-19
1005,0,-17
1005,0,-16
1005,0,-15
1005,0,-14
1005,0,-13
1005,0,-12
1005,0,-11
1005,0,-10
1005,0,-9
1005,0,-8
1005,0,-8
1005,0,-7
1005,0,-6
1005,0,-6
1005,0,-5
1005,0,-5
1005,0,-4
1005,0,-4
1005,0,-4
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-3
1005,0,-4
1005,0,-4
1005,0,-4
1005,0,-5
1005,0,-5
1005,0,-6
1005,0,-6
1005,0,-7
1005,0,-8
1005,0,-9
1005,0,-9
1005,0,-10
1005,0,-11
1005,0,-12
1005,0,-13
1005,0,-14
1005,0,-15
1005,0,-16
1005,0,-18
1005,0,-19
1005,0,-20
1005,0,-21
1005,0,-23
1005,0,-24
1005,0,-26
1005,0,-27
1005,0,-29
1005,0,-30
1005,0,-32
1005,0,-34
1005,0,-36
1005,0,-37
1005,0,-39
1005,0,-41
1006,0,206
1006,0,-45
1007,0,202
1007,0,-50
1008,0,197
1008,0,-55
1009,0,192
1009,0,-60
1010,0,187
1010,0,-65
1011,0,182
1011,0,-70
1012,0,176
1012,0,-76
1013,0,171
1013,0,-81
1014,0,165
1015,0,162
1016,0,159
1017,0,156
1018,0,152
1019,0,149
1020,0,146
1021,0,142
1021,0,139
1021,0,135
1021,0,132
1021,0,129
1021,0,126
1021,0,123
1021,0,119
1021,0,116
1021,0,113
1021,0,110
1021,0,106
1021,0,103
1021,0,99
1021,0,96
1021,0,92
1021,0,89
1021,0,85
1021,0,82
1021,0,78
1021,0,74
1021,0,70
1021,0,67
1021,0,63
1021,0,59
1021,0,55
1021,0,51
1021,0,47
1021,0,43
1021,0,40
1021,0,35
1021,0,31
1021,0,27
1021,0,23
1021,0,19
1021,0,15
1021,0,11
1021,0,7
1021,0,2
1021,0,-1
1021,0,-6
1021,0,-10
1021,0,-14
1021,0,-19
1021,0,-23
1021,0,-27
1021,0,-32
1021,0,-36
1021,0,-41
1021,0,-45
1021,0,-50
1021,0,-54
1021,0,-59
1021,0,-64
1021,0,-68
1021,0,-73
1021,0,-77
1021,0,-82
1021,0,-87
1021,0,-92
1021,0,-96
1021,0,-101
1021,0,-106
1021,0,-110
1021,0,-115
1021,0,-120
1021,0,-125
1021,0,-130
1021,0,-134
1021,0,-139
1020,0,-144
1019,0,-149
1018,0,-153
1017,0,-158
1016,0,-162
1015,0,-167
1014,0,-171
1013,0,-175
1012,0,-180
1011,0,-184
1010,0,-189
1009,0,-193
1008,0,-198
1007,0,-202
1006,0,-207
1005,0,-211
1004,0,-216
1003,0,-220
1002,0,-225
1001,0,-229
1000,0,-234
999,0,-238
998,0,-243
997,0,-247
996,0,-251
995,0,-256
994,0,-260
993,0,-265
992,0,-269
991,0,-274
990,0,-278
988,0,-283
986,0,-287
984,0,-291
982,0,-295
980,0,-299
978,0,-303
976,0,-307
974,0,-311
972,0,-315
970,0,-319
968,0,-323
966,0,-327
964,0,-330
962,0,-334
960,0,-338
958,0,-342
956,0,-346
954,0,-350
952,0,-354
950,0,-358
948,0,-361
946,0,-365
944,0,-369
942,0,-373
940,0,-377
938,0,-380
936,0,-384
934,0,-388
932,0,-391
930,0,-395
928,0,-399
926,0,-402
924,0,-406
922,0,-410
920,0,-413
918,0,-417
915,0,-420
912,0,-424
909,0,-427
906,0,-430
903,0,-433
900,0,-436
897,0,-439
894,0,-442
891,0,-444
888,0,-447
885,0,-450
882,0,-453
879,0,-456
876,0,-458
